timestamp,f_peak_hz,velocity_m_s,velocity_kmh,snr_db
2026-04-07T12:31:20.487,-87.45,-6.0309,-21.71,41.08
2026-04-07T12:31:20.819,-87.45,-6.0309,-21.71,35.56
2026-04-07T12:31:21.148,-91.42,-6.3050,-22.70,28.11
2026-04-07T12:31:21.485,-95.40,-6.5792,-23.69,29.44
2026-04-07T12:31:21.803,-99.37,-6.8533,-24.67,32.72
2026-04-07T12:31:22.145,-99.37,-6.8533,-24.67,35.34
2026-04-07T12:31:22.482,-99.37,-6.8533,-24.67,33.38
2026-04-07T12:31:22.832,-91.42,-6.3050,-22.70,29.18
2026-04-07T12:31:23.189,-91.42,-6.3050,-22.70,29.15
2026-04-07T12:31:23.548,-87.45,-6.0309,-21.71,29.80
2026-04-07T12:31:23.910,-83.47,-5.7568,-20.72,26.10
2026-04-07T12:31:24.269,-79.50,-5.4826,-19.74,23.86
2026-04-07T12:31:31.565,31.80,2.1931,7.90,20.14
2026-04-07T12:31:31.941,-27.82,-1.9189,-6.91,28.31
2026-04-07T12:31:32.295,-63.60,-4.3861,-15.79,34.24
2026-04-07T12:31:32.656,-103.35,-7.1274,-25.66,32.57
2026-04-07T12:31:31.625,-99.37,-6.8533,-24.67,32.93
2026-04-07T12:31:31.987,-107.32,-7.4016,-26.65,35.35
2026-04-07T12:31:32.343,-123.22,-8.4981,-30.59,36.17
2026-04-07T12:31:32.707,-127.20,-8.7722,-31.58,34.90
2026-04-07T12:31:33.063,-127.20,-8.7722,-31.58,33.75
2026-04-07T12:31:33.423,-127.20,-8.7722,-31.58,27.83
2026-04-07T12:31:33.803,-123.22,-8.4981,-30.59,31.94
2026-04-07T12:31:34.155,-123.22,-8.4981,-30.59,26.52
2026-04-07T12:31:34.530,-119.25,-8.2240,-29.61,21.86
2026-04-07T12:32:00.809,75.52,5.2085,18.75,20.74
2026-04-07T12:32:01.140,79.50,5.4826,19.74,21.43
2026-04-07T12:32:01.477,79.50,5.4826,19.74,23.20
2026-04-07T12:32:01.814,83.47,5.7568,20.72,28.22
2026-04-07T12:32:02.147,83.47,5.7568,20.72,28.69
2026-04-07T12:32:02.486,83.47,5.7568,20.72,26.44
2026-04-07T12:32:02.832,83.47,5.7568,20.72,25.27
2026-04-07T12:32:03.149,79.50,5.4826,19.74,24.26
2026-04-07T12:32:03.465,79.50,5.4826,19.74,27.26
2026-04-07T12:32:02.386,79.50,5.4826,19.74,30.23
2026-04-07T12:32:02.709,75.52,5.2085,18.75,30.81
2026-04-07T12:32:03.054,71.55,4.9344,17.76,35.84
2026-04-07T12:32:03.389,67.57,4.6602,16.78,28.30
2026-04-07T12:32:03.727,63.60,4.3861,15.79,32.56
2026-04-07T12:32:04.075,59.62,4.1120,14.80,42.18
2026-04-07T12:32:04.433,47.70,3.2896,11.84,34.18
2026-04-07T12:32:04.801,39.75,2.7413,9.87,32.00
2026-04-07T12:32:05.159,19.87,1.3707,4.93,24.21
2026-04-07T12:32:05.517,19.87,1.3707,4.93,28.04
2026-04-07T12:32:05.866,23.85,1.6448,5.92,30.67
2026-04-07T12:32:06.223,11.92,0.8224,2.96,27.24
